January_2015,Febuary_2015,March_2015,April_2015,May_2015,June_2015,July_2015,August_2015,September_2015,October_2015,November_2015,December_2015,January_2016,Febuary_2016,March_2016,April_2016,May_2016,June_2016,July_2016,August_2016,September_2016,October_2016,November_2016,December_2016,January_2017,Febuary_2017,March_2017,April_2017,May_2017,June_2017,July_2017,August_2017,September_2017,October_2017,November_2017,December_2017,Target
2.752,3.084,9.431,10.145,4.89,9.763,9.07,9.536,9.107,9.149,9.81,10.076,9.851,10.148,9.431,5.145,4.33,4.763,9.07,9.536,9.107,9.149,9.81,10.076,9.851,10.148,9.431,2.145,3.33,4.763,9.07,9.536,9.107,9.149,9.81,10.076,Abnormal
10.05,9.145,9.406,8.738,8.97,9.072,4.561,6.678,10.005,9.967,9.282,9.124,12.05,13.145,13.406,8.738,8.97,9.072,10.088,10.14,10.005,9.967,9.282,9.124,4.05,4.145,4.406,8.738,8.97,9.072,10.088,10.14,10.005,9.967,9.282,9.124,Abnormal
9.352,9.739,9.87,9.679,9.328,10.292,9.766,10.065,4.102,3.981,3.904,3.012,9.352,9.739,9.87,5.679,5.328,5.292,9.766,10.065,9.906,9.956,9.455,9.875,9.352,9.739,9.87,3.679,3.328,3.292,9.766,10.065,9.906,9.956,9.455,9.875,Abnormal
5.012,5.612,6.012,10.173,8.893,9.147,8.706,9.074,9.084,10.197,9.024,10.355,10.293,9.791,10.037,10.173,8.893,9.147,4.706,5.074,4.084,10.197,9.024,10.355,10.293,9.791,10.037,10.173,8.893,9.147,4.706,4.074,5.084,10.197,9.024,10.355,Abnormal
12.038,11.467,11.731,11.782,2.249,3.217,4.589,12.16,11.075,10.593,11.589,11.456,12.038,11.467,11.731,11.782,12.249,11.217,10.598,12.16,11.075,7.593,7.589,8.456,12.038,11.467,11.731,11.782,12.249,11.217,10.598,12.16,11.075,5.593,5.589,5.456,Abnormal
11.741,12.015,12.35,11.651,11.841,10.85,10.671,4.8,5.012,11.006,11.512,12.33,11.741,12.015,12.35,11.651,11.841,10.85,5.671,4.99,5.075,11.006,11.512,12.33,11.741,12.015,12.35,11.651,11.841,10.85,6.671,5.99,6.075,11.006,11.512,12.33,Abnormal
12.322,11.577,12.074,11.547,11.642,12.388,11.613,11.654,10.792,5.964,6.51,7.143,12.322,11.577,12.074,3.547,2.642,2.388,11.613,11.654,10.792,11.964,11.958,11.412,12.322,11.577,12.074,4.547,4.642,3.388,11.613,11.654,10.792,11.964,11.958,11.412,Abnormal
11.12,11.383,11.523,10.855,10.694,10.655,5.102,3.432,2.17,12.036,10.988,11.762,6.12,6.383,7.523,10.855,10.694,10.655,11.862,11.966,12.17,12.036,10.988,11.762,1.12,1.383,1.523,10.855,10.694,10.655,11.862,11.966,12.17,12.036,10.988,11.762,Abnormal
11.634,10.766,11.086,1.613,1.95,2.342,10.467,11.217,10.796,11.474,10.915,11.119,11.634,10.766,11.086,6.613,6.195,7.342,10.467,11.217,10.796,11.474,10.915,11.119,11.634,10.766,11.086,5.613,5.195,6.342,10.467,11.217,10.796,11.474,10.915,11.119,Abnormal
6.909,6.753,5.909,11.163,10.849,12.106,11.684,10.685,10.633,10.951,11.95,11.372,11.404,12.336,11.398,11.163,10.849,12.106,6.684,6.685,6.633,10.951,11.95,11.372,11.404,12.336,11.398,11.163,10.849,12.106,4.684,5.685,6.633,10.951,11.95,11.372,Abnormal
12.221,11.565,10.934,6.908,4.869,2.655,10.453,12.203,12.169,12.149,11.046,10.851,12.221,11.565,10.934,10.69,12.217,11.342,10.453,12.203,12.169,7.149,7.046,7.851,12.221,11.565,10.934,10.69,12.217,11.342,10.453,12.203,12.169,7.149,7.046,7.851,Abnormal
11.817,11.785,10.553,10.967,10.906,10.839,6.601,7.09,8.101,10.752,11.9,10.498,11.817,11.785,10.553,10.967,10.906,10.839,8.998,8.869,8.978,10.752,11.9,10.498,11.817,11.785,10.553,10.967,10.906,10.839,4.998,5.869,4.978,10.752,11.9,10.498,Abnormal
11.625,10.66,11.002,11.539,11.252,11.294,11.079,11.462,10.681,2.184,3.864,4.523,11.625,10.66,11.002,8.539,8.252,8.294,11.079,11.462,10.681,12.184,10.864,11.523,11.625,10.66,11.002,5.539,5.252,5.294,11.079,11.462,10.681,12.184,10.864,11.523,Abnormal
10.827,11.983,10.759,10.965,11.86,11.211,3.479,2.449,1.9,10.588,11.814,10.784,6.827,6.983,7.759,10.965,11.86,11.211,10.479,11.549,11.973,10.588,11.814,10.784,5.827,5.983,6.759,10.965,11.86,11.211,10.479,11.549,11.973,10.588,11.814,10.784,Abnormal
10.713,11.181,12.187,7.012,6.012,5.317,11.925,12.145,12.084,10.553,12.4,11.438,10.713,11.181,12.187,5.849,5.069,6.317,11.925,12.145,12.084,10.553,12.4,11.438,10.713,11.181,12.187,5.849,6.069,6.317,11.925,12.145,12.084,10.553,12.4,11.438,Abnormal
4.117,4.897,5.048,11.154,11.472,11.926,12.012,11.302,10.941,11.366,10.534,12.101,11.777,11.943,10.48,11.154,11.472,11.926,6.012,5.302,5.941,11.366,10.534,12.101,11.777,11.943,10.48,11.154,11.472,11.926,2.012,2.302,3.941,11.366,10.534,12.101,Abnormal
10.626,11.299,10.842,10.651,11.215,11.219,10.893,11.757,10.449,6.451,6.902,7.45,10.626,11.299,10.842,10.651,11.215,11.219,10.893,11.757,10.449,5.595,5.46,4.532,10.626,11.299,10.842,10.651,11.215,11.219,10.893,11.757,10.449,2.595,2.46,2.532,Abnormal
12.366,12.21,11.069,11.701,10.577,11.13,6.154,5.123,4.059,12.225,11.498,10.648,12.366,12.21,11.069,11.701,10.577,11.13,7.951,8.48,8.049,12.225,11.498,10.648,12.366,12.21,11.069,11.701,10.577,11.13,6.951,6.48,7.049,12.225,11.498,10.648,Abnormal
11.452,11.84,11.339,7.012,6.655,6.079,10.589,10.52,10.606,11.866,11.337,11.538,11.452,11.84,11.339,6.094,7.807,7.079,10.589,10.52,10.606,11.866,11.337,11.538,11.452,11.84,11.339,6.094,6.807,6.079,10.589,10.52,10.606,11.866,11.337,11.538,Abnormal
6.953,5.012,4.874,11.07,10.536,10.709,12.237,11.355,10.921,11.092,12.089,10.832,6.238,5.957,4.694,11.07,10.536,10.709,12.237,11.355,10.921,11.092,12.089,10.832,14.238,13.957,14.694,11.07,10.536,10.709,12.237,11.355,10.921,11.092,12.089,10.832,Abnormal
10.571,12.278,10.971,11.155,5.36,6.237,5.971,7.012,10.418,10.656,10.867,11.091,10.571,12.278,10.971,8.155,7.078,7.271,11.338,11.135,10.418,10.656,10.867,11.091,10.571,12.278,10.971,4.155,4.078,4.271,11.338,11.135,10.418,10.656,10.867,11.091,Abnormal
11.364,10.493,10.788,11.206,11.303,12.254,10.432,10.739,4.235,4.561,4.904,5.523,11.364,10.493,10.788,11.206,11.303,12.254,6.432,7.739,6.718,10.728,12.007,11.366,11.364,10.493,10.788,11.206,11.303,12.254,3.432,3.739,3.718,10.728,12.007,11.366,Abnormal
12.16,7.89,7.405,6.874,12.196,11.363,11.874,11.016,11.227,10.836,11.84,10.935,12.16,10.939,10.953,10.405,12.196,11.363,11.874,11.016,11.227,2.836,3.841,4.935,12.16,10.939,10.953,10.405,12.196,11.363,11.874,11.016,11.227,4.836,5.84,4.935,Abnormal
10.51,10.753,11.909,10.982,11.093,6.5,5.941,5.225,11.069,10.689,11.734,11.34,10.51,10.753,11.909,10.982,11.093,11.655,8.106,8.663,7.069,10.689,11.734,11.34,10.51,10.753,11.909,10.982,11.093,11.655,8.106,7.663,6.069,10.689,11.734,11.34,Abnormal
20.836,17.863,24.876,29.184,15.697,24.67,28.329,23.44,24.061,27.348,16.283,25.435,20.193,20.638,28.108,28.305,20.631,19.07,24.923,22.456,26.817,25.684,27.43,25.016,29.321,19.765,27.187,23.767,24.903,15.803,16.446,17.909,23.666,28.384,28.079,15.202,Abnormal
15.705,17.739,23.07,14.519,21.333,15.292,15.421,20.704,17.515,18.768,12.881,12.872,18.863,21.732,23.939,19.335,19.58,17.965,15.035,16.313,17.577,17.538,17.555,12.044,16.46,17.298,17.286,18.83,22.46,22.798,20.79,14.609,16.492,17.188,13.311,14.645,Abnormal
50.795,54.82,37.128,57.095,37.956,38.18,53.142,47.262,53.013,41.28,30.328,50.498,58.292,39.624,39.671,45.615,50.831,40.912,44.369,34.532,45.323,40.773,42.827,34.565,32.419,34.041,35.148,44.81,30.282,30.399,37,57.853,40.327,35.573,30.917,36.724,Abnormal
40.976,44.765,33.515,45.293,35.038,30.237,49.745,28.433,36.7,32.375,43.836,41.746,51.606,36.235,38.757,48.905,32.488,29.351,35.049,29.369,38.62,52.993,37.58,37.453,28.373,35.195,39.509,29.331,39.595,35.311,32.01,32.102,27.976,44.285,27.051,38.008,Abnormal
20.292,23.842,13.491,16.212,16.122,19.49,17.889,20.231,18.159,19.293,23.047,17.596,15.047,12.514,19.104,16.326,13.88,17.61,13.055,23.931,13.149,15.841,15.918,22.468,15.657,17.064,16.486,15.659,15.832,23.271,15.952,23.673,17.118,20.694,19.246,16.613,Abnormal
19.346,16.15,19.885,17.236,23.862,20.044,19.662,13.309,21.382,17.222,18.383,16.601,20.853,17.534,18.614,23.297,21.303,23.946,19.18,16.83,21.634,13.086,20.355,19.77,18.75,16.756,23.642,14.423,18.119,22.355,21.911,23.477,19.048,15.219,23.417,20.78,Abnormal
29.306,36.594,25.528,26.183,40.454,22.591,25.195,32.351,38.827,37.781,25.766,21.617,31.369,28.914,34.532,22.788,41.462,24.028,23.742,21.231,40.748,27.878,24.216,24.637,22.402,30.787,28.445,26.14,34.053,31.571,24.647,32.55,34.854,21.953,23.977,21.533,Abnormal
14.445,16.505,17.283,15.287,16.695,16.354,15.161,14.632,14.809,14.467,15.494,14.389,16.896,14.738,18.246,18.362,13.849,17.439,18.378,13.972,14.861,16.078,16.455,13.811,13.571,16.015,15.36,16.948,16.524,18.311,15.289,13.872,14.961,15.571,14.205,15.057,Abnormal
51.723,51.434,53.105,51.702,49.087,49.071,53.09,52.098,50.122,52.898,48.98,52.205,52.71,51.749,48.108,52.658,51.79,50.348,51.654,50.602,48.249,53.027,50.661,50.581,50.594,53.351,53.074,52.222,50.242,48.661,49.182,52.007,51.437,51.415,52.062,53.603,Abnormal
18.485,16.169,14.879,14.025,13.96,22.714,17.463,16.406,21.774,14.134,15.886,13.58,14.361,21.828,17.901,20.075,23.522,16.565,19.773,16.585,16.25,22.833,13.991,22.779,19.035,17.489,19.271,16.952,21.315,17.943,12.149,21.272,14.031,18.505,16.666,16.764,Abnormal
40.726,49.499,30.188,46.181,40.339,43.038,45.101,31.991,49.599,47.656,49.181,52.825,29.496,36.469,28.587,41.355,52.874,33.114,37.682,43.159,46.8,41.505,46.329,36.307,46.54,33.414,49.533,49.578,48.429,27.779,46.921,41.566,34.627,51.992,30.037,48.338,Abnormal
21.058,21.701,21.4,24.24,21.059,21.703,18.522,21.837,22.137,20.451,23.044,23.42,25.766,20.994,24.397,23.775,21.769,24.63,25.042,19.997,20.914,25.343,21.164,24.887,18.42,21.117,18.827,19.263,21.276,18.956,21.823,21.195,18.164,22.226,22.486,19.959,Abnormal
31.605,31.246,27.146,32.835,29.862,30.748,32.644,29.02,30.435,31.815,28.416,31.994,31.971,28.065,30.154,30.055,30.91,30.623,30.411,31.143,31.426,27.342,27.408,29.161,29.912,31.345,28.816,30.625,28.062,31.288,32.843,30.334,32.979,28.907,31.042,32.072,Abnormal
34.005,27.565,41.836,35.006,26.343,27.327,32.384,27.239,23.878,33.081,28.806,35.292,31.814,38.027,33.716,32.476,28.644,29.562,41.575,27.997,21.128,40.506,33.022,30.58,36.202,39.334,36.886,37.478,38.183,31.263,25.349,32.81,40.836,32.359,33.324,29.054,Abnormal
23.559,26.112,25.059,24.613,24.635,27.378,23.545,25.465,27.321,27.253,24.387,26.296,25.889,25.566,26.104,28.998,28.23,24.912,24.208,24.34,23.17,25.362,27.631,25.446,27.374,26.771,25.809,26.285,26.474,28.612,25.887,25.725,23.063,24.41,24.271,27.882,Abnormal
